0,1
2018-07-30,-22602.680235000436
2018-07-31,3708.9348649998174
2018-08-01,-11907.053360001186
2018-08-02,-16094.551041876024
2018-08-03,-8446.973821876947
2018-08-06,-16415.974838127047
2018-08-07,-23191.370668125608
2018-08-08,-13234.826761458955
2018-08-09,-30360.015151458538
2018-08-10,-27406.242033958086
2018-08-13,-19130.91526395825
2018-08-14,-21742.82319645911
2018-08-15,-41654.52174145863
2018-08-16,-72133.0696264591
2018-08-17,-70963.06895395782
2018-08-20,-65453.88287645769
2018-08-21,-81976.95457645738
2018-08-22,-90443.8946414573
2018-08-23,-78968.88387145767
2018-08-24,-84892.22046645751
2018-08-27,-97104.10290395745
2018-08-28,-87241.75690395744
2018-08-29,-89485.85611895731
2018-08-30,-98722.16347395699
2018-08-31,-87420.27638145768
2018-09-03,-79232.3711763385
2018-09-04,-61401.705446338005
2018-09-05,-82249.49524633837
2018-09-06,-86809.94981133887
2018-09-07,-84252.77617633929
2018-09-10,-76375.29529383974
2018-09-11,-92821.70365883895
2018-09-12,-101581.5741138394
2018-09-13,-102616.09644088388
2018-09-14,-121662.90860588317
2018-09-17,-120196.0125133828
2018-09-18,-140111.19300838347
2018-09-19,-132351.04245338298
2018-09-20,-154736.55922838295
2018-09-21,-146176.23387838327
2018-09-25,-142363.7137533836
2018-09-26,-145462.07907838348
2018-09-27,-155124.08444588404
2018-09-28,-169413.1236683828
2018-10-08,-138695.12439838296
2018-10-09,-131874.43424338283
2018-10-10,-152745.18647838326
2018-10-11,-175765.31441703677
2018-10-12,-143095.59171703708
2018-10-15,-146369.37590703683
2018-10-16,-172669.97444703607
2018-10-17,-192246.48450953647
2018-10-18,-181836.99032203646
2018-10-19,-187948.92749703664
2018-10-22,-171605.5027320367
2018-10-23,-160454.48264953683
2018-10-24,-155697.14904203665
2018-10-25,-140378.22890453727
2018-10-26,-153612.7440895374
2018-10-29,-153228.9536345377
2018-10-30,-161826.41818953765
2018-10-31,-154767.62722203814
2018-11-01,-141158.02534203688
2018-11-02,-150719.41116578705
2018-11-05,-149463.92802578548
2018-11-06,-159945.5238707853
2018-11-07,-160879.1360732851
2018-11-08,-175156.849473285
2018-11-09,-170036.57352328434
2018-11-12,-188417.36575828466
2018-11-13,-204981.53633828435
2018-11-14,-210900.28672328533
2018-11-15,-223363.03530328508
2018-11-16,-203844.84599328565
2018-11-19,-203553.40109328498
2018-11-20,-213816.45633328526
2018-11-21,-227188.5140432843
2018-11-22,-227104.83791828444
2018-11-23,-227626.0298232848
2018-11-26,-221815.66365828423
2018-11-27,-209215.08059828458
2018-11-28,-203140.5802957849
2018-11-29,-214073.84102828402
2018-11-30,-207618.00867828497
2018-12-03,-215574.0366782845
2018-12-04,-205227.29956078515
2018-12-05,-190761.33634078503
2018-12-06,-181436.28221078543
2018-12-07,-177744.46213578517
2018-12-10,-179747.91893328476
2018-12-11,-176669.10791328465
2018-12-12,-174136.79046078405
2018-12-13,-168355.01320155337
2018-12-14,-170664.75153405324
2018-12-17,-167685.82896405284
2018-12-18,-163780.3527340526
2018-12-19,-169567.38752905247
2018-12-20,-167985.42017405265
2018-12-21,-180559.7930115524
2018-12-24,-169339.9384590526
2018-12-25,-168975.57889155194
2018-12-26,-186825.57889155194
2018-12-27,-166865.05975155276
2018-12-28,-177802.48539655138
2019-01-02,-172868.94849655163
2019-01-03,-139759.90790012438
2019-01-04,-128995.63502262486
2019-01-07,-125374.130027625
2019-01-08,-124874.14641262426
2019-01-09,-123146.52923512357
2019-01-10,-121579.53488512353
2019-01-11,-118466.66371512308
2019-01-14,-112586.88371512304
2019-01-15,-108864.93991762339
2019-01-16,-115332.60142012394
2019-01-17,-133667.10142762397
2019-01-18,-133571.151037624
2019-01-21,-149848.59269262326
2019-01-22,-149016.89310262332
2019-01-23,-159654.31904595686
2019-01-24,-158886.47450595777
2019-01-25,-148379.95027595735
2019-01-28,-150736.69660595694
2019-01-29,-160910.31055595708
2019-01-30,-159588.31779595735
2019-01-31,-157183.46180845716
2019-02-01,-168652.486813457
2019-02-11,-161443.63239845683
2019-02-12,-164657.364888457
2019-02-13,-155403.87268345672
2019-02-14,-170144.53919095613
2019-02-15,-169228.34413095633
